64,4,wine,5571.185069774s,14.436887352s,0.8888888888888888,0.8888888888888888
64,4,wine,5553.844160345s,14.333818372s,0.6111111111111112,0.8055555555555556
64,4,wine,5580.009380401s,14.435885871s,0.9722222222222222,1
64,4,wine,5581.637091298s,14.374781393s,0.6666666666666666,0.9166666666666666
64,4,wine,5576.658232766s,14.43586353s,0.8888888888888888,0.9166666666666666
64,4,wine,5574.08512935s,14.400487843s,0.8333333333333334,0.8888888888888888
64,4,wine,5559.17538684s,14.49030315s,0.75,0.9444444444444444
64,4,wine,5572.863113392s,14.464293898s,0.9166666666666666,0.9722222222222222
64,4,wine,5570.490698632s,14.398912404s,0.9722222222222222,0.9444444444444444
64,4,wine,5571.762585902s,14.579795222s,0.9444444444444444,0.9444444444444444
